contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc300	h	https://atcoder.jp/contests/abc300/tasks/abc300_h	https://atcoder.jp/contests/abc300/editorial/6269	Bostan-Mori with even-or-odd sum; rational series coefficients over submasks	通常の係数半減でmask bitが1なら偶数列と奇数列を加える	none	fps/bostanmori.hpp bostan_mori_submask_sum; fps/rational.hpp submask_sum	C++23 NTT Bostan-Mori	none	mask zero; zero numerator; polynomial part; denominator constant; highest bit near 60	Codex	2026-07-16	reviewed	有理型母関数submask係数和APIと直接展開property testを追加、公式sample 5件一致、judge AC未確認
abc301	g	https://atcoder.jp/contests/abc301/tasks/abc301_g	https://atcoder.jp/contests/abc301/editorial										pending	
abc301	h	https://atcoder.jp/contests/abc301/tasks/abc301_h	https://atcoder.jp/contests/abc301/editorial/6371	Kruskal equal-weight contraction; bridges; MST path maximum and edge cut	指定辺がminimax最適pathすべてに必須かを同重み縮約graphとMSTで判定する	none	graph/bottleneck.hpp bottlenecksensitivity	C++23 Kruskal lowlink binary lifting	none	equal weights; parallel edges; self-loops; edge not in MST; queried edge below or above bottleneck	Codex	2026-07-16	reviewed	minimax辺感度APIと辺+1後の全query Floyd property testを追加、公式sample 2件一致、judge AC未確認
abc302	g	https://atcoder.jp/contests/abc302/tasks/abc302_g	https://atcoder.jp/contests/abc302/editorial										pending	
abc302	h	https://atcoder.jp/contests/abc302/tasks/abc302_h	https://atcoder.jp/contests/abc302/editorial/6409	rollback DSU with component vertex and edge counts; root-path rollback DFS	各値を頂点、各選択肢pairを辺とみなし成分ごとのmin(頂点数,辺数)を合計する	none	structure/dsu.hpp rollbackgraphdsu; tree/rootpath.hpp root_path_rollback	C++23 iterative DFS and union by size	none	self-loop; parallel edge; internal edge without merge; restoring aggregate; deep tree	Codex	2026-07-16	reviewed	成分スコア付きrollback DSUと汎用root-path rollbackを追加、公式sample 2件一致、judge AC未確認
abc303	g	https://atcoder.jp/contests/abc303/tasks/abc303_g	https://atcoder.jp/contests/abc303/editorial										pending	
abc303	h	https://atcoder.jp/contests/abc303/tasks/abc303_h	https://atcoder.jp/contests/abc303/editorial/6425	Prüfer code; degree-weighted labeled trees; exponential generating function	次数dの重みをPrüfer列中の出現回数d-1のEGF係数へ移しn乗する	none	fps/combinatorial.hpp labeled_tree_degree_weight_sum; count_labeled_trees_with_degrees	C++23 FPS pow	none	n=2; degree 1; zero constant term; impossible degree sum; n below modulus	Codex	2026-07-16	reviewed	次数重み付きラベル木APIと全Prüfer列property testを追加、公式sample 3件一致、judge AC未確認
abc304	g	https://atcoder.jp/contests/abc304/tasks/abc304_g	https://atcoder.jp/contests/abc304/editorial										pending	
abc304	h	https://atcoder.jp/contests/abc304/tasks/abc304_h	https://atcoder.jp/contests/abc304/editorial/6500	topological sort with release times and deadlines; greedy	後続の上限を逆順伝播し解禁済み頂点から上限最小を順に配置する	none	graph/topologicalsort.hpp bounded_topological_sort	C++23 priority queue greedy	none	cycle; propagated upper below lower; empty available queue; expired deadline; permutation positions	Codex	2026-07-16	reviewed	位置区間付きtopological sort APIと全順列property testを追加、公式sample確認済み、judge AC未確認
abc305	g	https://atcoder.jp/contests/abc305/tasks/abc305_g	https://atcoder.jp/contests/abc305/editorial										pending	
abc305	h	https://atcoder.jp/contests/abc305/tasks/abc305_h	https://atcoder.jp/contests/abc305/editorial										pending	
abc306	g	https://atcoder.jp/contests/abc306/tasks/abc306_g	https://atcoder.jp/contests/abc306/editorial										pending	
abc306	h	https://atcoder.jp/contests/abc306/tasks/abc306_h	https://atcoder.jp/contests/abc306/editorial/6613	edge orientation or contraction; acyclic quotient; subset inclusion-exclusion	count edge states whose contracted directed graph is acyclic	indegree 0集合を連結成分単位で除く包除を部分集合DPにする	graph/orientation.hpp count_acyclic_edge_states	C++23 O(3^n) subset DP	none	equality transitive closure; cycles after contraction; disconnected removed set; empty graph	Codex	2026-07-16	reviewed	向き付け縮約DAG数え上げAPIと3^m直接列挙property test、公式sample 3件一致、judge AC未確認
abc307	g	https://atcoder.jp/contests/abc307/tasks/abc307_g	https://atcoder.jp/contests/abc307/editorial										pending	
abc307	h	https://atcoder.jp/contests/abc307/tasks/abc307_h	https://atcoder.jp/contests/abc307/editorial/6666	wildcard matching; mismatch polynomial; convolution	all wildcard-compatible pattern alignments	非wildcard文字を数値化しalignmentごとの二乗差和を3回の畳み込みで求める	string/matching.hpp wildcard_matches	C++23 NTT with exact fallback	none	wildcards on both sides; reversed pattern; empty pattern; modular wraparound; display cycle boundary	Codex	2026-07-16	reviewed	両側wildcard照合APIと直接比較property test、公式sample 4件一致、judge AC未確認
abc308	g	https://atcoder.jp/contests/abc308/tasks/abc308_g	https://atcoder.jp/contests/abc308/editorial										pending	
abc308	h	https://atcoder.jp/contests/abc308/tasks/abc308_h	https://atcoder.jp/contests/abc308/editorial/6709	minimum cycle through a vertex; shortest-path tree; forbidden edge	minimum weighted simple cycle constrained to contain a vertex	根からの最短路木で最初の子が異なる二経路を非木辺で閉じてcycleを作る	graph/cycle.hpp minimum_cycle_through_vertex	C++23 dense Dijkstra	none	cycle length at least three; distinct root branches; forbidden edge; disconnected graph; tail adjacent edge	Codex	2026-07-16	reviewed	指定頂点最小cycle APIと全単純cycle列挙property test、公式sample 3件一致、judge AC未確認
abc309	g	https://atcoder.jp/contests/abc309/tasks/abc309_g	https://atcoder.jp/contests/abc309/editorial										pending	
abc309	h	https://atcoder.jp/contests/abc309/tasks/abc309_h	https://atcoder.jp/contests/abc309/editorial/6759	method of images; cyclic convolution; polynomial exponentiation	bounded one-dimensional walk with absorbing walls	反対称な鏡像初期値で境界を相殺しx^(2M+2)-1上の巡回畳み込み累乗へ変換する	fps/cyclic.hpp cyclic_convolution; cyclic_power	C++23 NTT and binary exponentiation	none	off-by-one at walls; reflected index; exponent N-1; arbitrary cycle length	Codex	2026-07-16	reviewed	一般長巡回畳み込み累乗と任意長愚直property test、公式sample 3件一致、最大sample local約22秒、judge AC未確認
abc310	g	https://atcoder.jp/contests/abc310/tasks/abc310_g	https://atcoder.jp/contests/abc310/editorial										pending	
abc310	h	https://atcoder.jp/contests/abc310/tasks/abc310_h	https://atcoder.jp/contests/abc310/editorial/6801	basic effective sequence; bounded balance DP; best density residual knapsack	minimum cost to reach a huge reward with small positive item costs	短い実行可能列を長さ別最大価値へ圧縮し最良効率品以外の総costを二乗範囲へ制限する	dp/knapsack.hpp minimum_unbounded_knapsack_cost	C++23 unbounded residual DP	none	prefix feasibility; strict balance bound; unreachable lengths; ratio comparison; huge target	Codex	2026-07-16	reviewed	巨大目標向け無制限knapsack APIと小目標全cost DP property test、公式sample 2件一致、judge AC未確認
abc311	g	https://atcoder.jp/contests/abc311/tasks/abc311_g	https://atcoder.jp/contests/abc311/editorial										pending	
abc311	h	https://atcoder.jp/contests/abc311/tasks/abc311_h	https://atcoder.jp/contests/abc311/editorial/6814	heavy-light recursive DP; top-down subtree transform; knapsack	avoid quadratic child convolution by sharing the heavy child	外部DPを二色状態へ変換する部分木作用として書きheavy childの計算を共有する	tree/heavyrecursivedp.hpp heavyrecursivedp	C++23 generic recursive runner	none	branch semantics; child order; root must remain; negative infinity; deep recursion	Codex	2026-07-16	reviewed	汎用重軽再帰DPと独立愚直部分木変換property test、公式sample 3件一致、judge AC未確認
abc312	g	https://atcoder.jp/contests/abc312/tasks/abc312_g	https://atcoder.jp/contests/abc312/editorial										pending	
abc312	h	https://atcoder.jp/contests/abc312/tasks/abc312_h	https://atcoder.jp/contests/abc312/editorial/6837	primitive period; successor set; smallest unused multiple	normalize repeated strings by primitive root and exponent	同じ原始周期group内で基礎反復数の未使用倍数を割り当てる	string/periodic.hpp minimum_unique_repetition_counts	C++23 hash successor DSU	none	nonprimitive input; collisions across different base exponents; large repetition counts	Codex	2026-07-16	reviewed	実文字列集合の愚直割当比較と公式sample 3件一致、judge AC未確認
abc313	g	https://atcoder.jp/contests/abc313/tasks/abc313_g	https://atcoder.jp/contests/abc313/editorial										pending	
abc313	h	https://atcoder.jp/contests/abc313/tasks/abc313_h	https://atcoder.jp/contests/abc313/editorial/6926	insertion DP; permutation components; threshold matching	count permutations by components among inserted smaller values	閾値列Cの確定個数を挿入済み人数と成分数だけで表す	recipe/insertioncomponents.hpp insertion_component_counts	C++23 O(N^2) DP	none	three insertion types; endpoint multiplicities; sorted threshold indices; final one component	Codex	2026-07-16	reviewed	全順列とのランダム許可表比較と公式sample 3件一致、judge AC未確認
abc314	g	https://atcoder.jp/contests/abc314/tasks/abc314_g	https://atcoder.jp/contests/abc314/editorial										pending	
abc314	h	https://atcoder.jp/contests/abc314/tasks/abc314_h	https://atcoder.jp/contests/abc314/editorial/6958	convex minimization; nested ternary search; point-segment distance	minimize the maximum of convex distance functions	中心座標xを固定してyを最小化し、その値をxでも最小化する	algorithm/binarysearch.hpp minimize_convex_real; geometry/point.hpp distance_to_segment	C++23 long double	none	search bounds; sufficient iterations; max of convex functions; flat minima	Codex	2026-07-16	reviewed	凸関数の既知最小値testと公式sample 2件一致、judge AC未確認
abc315	g	https://atcoder.jp/contests/abc315/tasks/abc315_g	https://atcoder.jp/contests/abc315/editorial										pending	
abc315	h	https://atcoder.jp/contests/abc315/tasks/abc315_h	https://atcoder.jp/contests/abc315/editorial/6988	relaxed convolution; online self-convolution	compute each product coefficient when both input coefficients become known	自己畳み込み係数のprefix和から次のFを決める	fps/online.hpp relaxedconvolution	C++23 cached NTT blocks	none	current coefficient endpoints; append order; prefix excludes current convolution coefficient	Codex	2026-07-16	reviewed	愚直畳み込みとの乱択比較と公式sample 2件一致、judge AC未確認
abc317	g	https://atcoder.jp/contests/abc317/tasks/abc317_g	https://atcoder.jp/contests/abc317/editorial										pending	
abc317	h	https://atcoder.jp/contests/abc317/tasks/abc317_h	https://atcoder.jp/contests/abc317/editorial/7013	polynomial matrix product; rational generating function; Bostan-Mori	multiply local transfer matrices by divide and conquer	頂点1へ戻るwalkをprimitive return walkのstarとして分母へ入れる	fps/polynomial.hpp polynomial_matrix_product; fps/rational.hpp rationalfps::coeff	C++23 NTT polynomial matrices	none	matrix order; common (1-x) denominator; D1=A1; huge coefficient K	Codex	2026-07-16	reviewed	小多項式行列の逐次積比較と公式sample 3件一致、judge AC未確認
abc318	g	https://atcoder.jp/contests/abc318/tasks/abc318_g	https://atcoder.jp/contests/abc318/editorial										pending	
abc318	h	https://atcoder.jp/contests/abc318/tasks/abc318_h	https://atcoder.jp/contests/abc318/editorial/7055	exponential formula; FPS exp; permutation cycle decomposition	count independent labeled cycle components by EGF	各cycleで貪欲法が正しい条件を分類して重み1/i^2へ落とす	fps/fps.hpp fps::exp	C++23 NTT FPS	none	fixed points; subtract one-sided-only cases; factorial normalization; n<mod	Codex	2026-07-16	reviewed	既存fps::expの愚直級数比較と公式sample 4件一致、judge AC未確認
abc319	g	https://atcoder.jp/contests/abc319/tasks/abc319_g	https://atcoder.jp/contests/abc319/editorial										pending	
abc320	g	https://atcoder.jp/contests/abc320/tasks/abc320_g	https://atcoder.jp/contests/abc320/editorial										pending	
abc321	g	https://atcoder.jp/contests/abc321/tasks/abc321_g	https://atcoder.jp/contests/abc321/editorial										pending	
abc322	g	https://atcoder.jp/contests/abc322/tasks/abc322_g	https://atcoder.jp/contests/abc322/editorial										pending	
abc323	g	https://atcoder.jp/contests/abc323/tasks/abc323_g	https://atcoder.jp/contests/abc323/editorial										pending	
abc324	g	https://atcoder.jp/contests/abc324/tasks/abc324_g	https://atcoder.jp/contests/abc324/editorial										pending	
abc325	g	https://atcoder.jp/contests/abc325/tasks/abc325_g	https://atcoder.jp/contests/abc325/editorial										pending	
abc326	g	https://atcoder.jp/contests/abc326/tasks/abc326_g	https://atcoder.jp/contests/abc326/editorial										pending	
abc327	g	https://atcoder.jp/contests/abc327/tasks/abc327_g	https://atcoder.jp/contests/abc327/editorial										pending	
abc328	g	https://atcoder.jp/contests/abc328/tasks/abc328_g	https://atcoder.jp/contests/abc328/editorial										pending	
abc329	g	https://atcoder.jp/contests/abc329/tasks/abc329_g	https://atcoder.jp/contests/abc329/editorial										pending	
abc330	g	https://atcoder.jp/contests/abc330/tasks/abc330_g	https://atcoder.jp/contests/abc330/editorial										pending	
abc331	g	https://atcoder.jp/contests/abc331/tasks/abc331_g	https://atcoder.jp/contests/abc331/editorial										pending	
abc332	g	https://atcoder.jp/contests/abc332/tasks/abc332_g	https://atcoder.jp/contests/abc332/editorial										pending	
abc333	g	https://atcoder.jp/contests/abc333/tasks/abc333_g	https://atcoder.jp/contests/abc333/editorial										pending	
abc334	g	https://atcoder.jp/contests/abc334/tasks/abc334_g	https://atcoder.jp/contests/abc334/editorial										pending	
abc335	g	https://atcoder.jp/contests/abc335/tasks/abc335_g	https://atcoder.jp/contests/abc335/editorial										pending	
abc336	g	https://atcoder.jp/contests/abc336/tasks/abc336_g	https://atcoder.jp/contests/abc336/editorial										pending	
abc337	g	https://atcoder.jp/contests/abc337/tasks/abc337_g	https://atcoder.jp/contests/abc337/editorial										pending	
abc338	g	https://atcoder.jp/contests/abc338/tasks/abc338_g	https://atcoder.jp/contests/abc338/editorial										pending	
abc339	g	https://atcoder.jp/contests/abc339/tasks/abc339_g	https://atcoder.jp/contests/abc339/editorial										pending	
abc340	g	https://atcoder.jp/contests/abc340/tasks/abc340_g	https://atcoder.jp/contests/abc340/editorial										pending	
abc341	g	https://atcoder.jp/contests/abc341/tasks/abc341_g	https://atcoder.jp/contests/abc341/editorial										pending	
abc342	g	https://atcoder.jp/contests/abc342/tasks/abc342_g	https://atcoder.jp/contests/abc342/editorial										pending	
abc343	g	https://atcoder.jp/contests/abc343/tasks/abc343_g	https://atcoder.jp/contests/abc343/editorial										pending	
abc344	g	https://atcoder.jp/contests/abc344/tasks/abc344_g	https://atcoder.jp/contests/abc344/editorial										pending	
abc345	g	https://atcoder.jp/contests/abc345/tasks/abc345_g	https://atcoder.jp/contests/abc345/editorial										pending	
abc346	g	https://atcoder.jp/contests/abc346/tasks/abc346_g	https://atcoder.jp/contests/abc346/editorial										pending	
abc347	g	https://atcoder.jp/contests/abc347/tasks/abc347_g	https://atcoder.jp/contests/abc347/editorial										pending	
abc348	g	https://atcoder.jp/contests/abc348/tasks/abc348_g	https://atcoder.jp/contests/abc348/editorial										pending	
abc349	g	https://atcoder.jp/contests/abc349/tasks/abc349_g	https://atcoder.jp/contests/abc349/editorial										pending	
abc350	g	https://atcoder.jp/contests/abc350/tasks/abc350_g	https://atcoder.jp/contests/abc350/editorial										pending	
abc351	g	https://atcoder.jp/contests/abc351/tasks/abc351_g	https://atcoder.jp/contests/abc351/editorial										pending	
abc352	g	https://atcoder.jp/contests/abc352/tasks/abc352_g	https://atcoder.jp/contests/abc352/editorial										pending	
abc353	g	https://atcoder.jp/contests/abc353/tasks/abc353_g	https://atcoder.jp/contests/abc353/editorial										pending	
abc354	g	https://atcoder.jp/contests/abc354/tasks/abc354_g	https://atcoder.jp/contests/abc354/editorial										pending	
abc355	g	https://atcoder.jp/contests/abc355/tasks/abc355_g	https://atcoder.jp/contests/abc355/editorial										pending	
abc356	g	https://atcoder.jp/contests/abc356/tasks/abc356_g	https://atcoder.jp/contests/abc356/editorial										pending	
abc357	g	https://atcoder.jp/contests/abc357/tasks/abc357_g	https://atcoder.jp/contests/abc357/editorial										pending	
abc358	g	https://atcoder.jp/contests/abc358/tasks/abc358_g	https://atcoder.jp/contests/abc358/editorial										pending	
abc359	g	https://atcoder.jp/contests/abc359/tasks/abc359_g	https://atcoder.jp/contests/abc359/editorial										pending	
abc360	g	https://atcoder.jp/contests/abc360/tasks/abc360_g	https://atcoder.jp/contests/abc360/editorial										pending	
abc361	g	https://atcoder.jp/contests/abc361/tasks/abc361_g	https://atcoder.jp/contests/abc361/editorial										pending	
abc362	g	https://atcoder.jp/contests/abc362/tasks/abc362_g	https://atcoder.jp/contests/abc362/editorial										pending	
abc363	g	https://atcoder.jp/contests/abc363/tasks/abc363_g	https://atcoder.jp/contests/abc363/editorial										pending	
abc364	g	https://atcoder.jp/contests/abc364/tasks/abc364_g	https://atcoder.jp/contests/abc364/editorial										pending	
abc365	g	https://atcoder.jp/contests/abc365/tasks/abc365_g	https://atcoder.jp/contests/abc365/editorial										pending	
abc366	g	https://atcoder.jp/contests/abc366/tasks/abc366_g	https://atcoder.jp/contests/abc366/editorial										pending	
abc367	g	https://atcoder.jp/contests/abc367/tasks/abc367_g	https://atcoder.jp/contests/abc367/editorial										pending	
abc368	g	https://atcoder.jp/contests/abc368/tasks/abc368_g	https://atcoder.jp/contests/abc368/editorial										pending	
abc369	g	https://atcoder.jp/contests/abc369/tasks/abc369_g	https://atcoder.jp/contests/abc369/editorial										pending	
abc370	g	https://atcoder.jp/contests/abc370/tasks/abc370_g	https://atcoder.jp/contests/abc370/editorial										pending	
abc371	g	https://atcoder.jp/contests/abc371/tasks/abc371_g	https://atcoder.jp/contests/abc371/editorial										pending	
abc372	g	https://atcoder.jp/contests/abc372/tasks/abc372_g	https://atcoder.jp/contests/abc372/editorial										pending	
abc373	g	https://atcoder.jp/contests/abc373/tasks/abc373_g	https://atcoder.jp/contests/abc373/editorial										pending	
abc374	g	https://atcoder.jp/contests/abc374/tasks/abc374_g	https://atcoder.jp/contests/abc374/editorial										pending	
abc375	g	https://atcoder.jp/contests/abc375/tasks/abc375_g	https://atcoder.jp/contests/abc375/editorial										pending	
abc376	g	https://atcoder.jp/contests/abc376/tasks/abc376_g	https://atcoder.jp/contests/abc376/editorial										pending	
abc377	g	https://atcoder.jp/contests/abc377/tasks/abc377_g	https://atcoder.jp/contests/abc377/editorial										pending	
abc378	g	https://atcoder.jp/contests/abc378/tasks/abc378_g	https://atcoder.jp/contests/abc378/editorial										pending	
abc379	g	https://atcoder.jp/contests/abc379/tasks/abc379_g	https://atcoder.jp/contests/abc379/editorial										pending	
abc380	g	https://atcoder.jp/contests/abc380/tasks/abc380_g	https://atcoder.jp/contests/abc380/editorial										pending	
abc381	g	https://atcoder.jp/contests/abc381/tasks/abc381_g	https://atcoder.jp/contests/abc381/editorial										pending	
abc382	g	https://atcoder.jp/contests/abc382/tasks/abc382_g	https://atcoder.jp/contests/abc382/editorial										pending	
abc383	g	https://atcoder.jp/contests/abc383/tasks/abc383_g	https://atcoder.jp/contests/abc383/editorial										pending	
abc384	g	https://atcoder.jp/contests/abc384/tasks/abc384_g	https://atcoder.jp/contests/abc384/editorial										pending	
abc385	g	https://atcoder.jp/contests/abc385/tasks/abc385_g	https://atcoder.jp/contests/abc385/editorial										pending	
abc386	g	https://atcoder.jp/contests/abc386/tasks/abc386_g	https://atcoder.jp/contests/abc386/editorial										pending	
abc387	g	https://atcoder.jp/contests/abc387/tasks/abc387_g	https://atcoder.jp/contests/abc387/editorial										pending	
abc388	g	https://atcoder.jp/contests/abc388/tasks/abc388_g	https://atcoder.jp/contests/abc388/editorial										pending	
abc389	g	https://atcoder.jp/contests/abc389/tasks/abc389_g	https://atcoder.jp/contests/abc389/editorial										pending	
abc390	g	https://atcoder.jp/contests/abc390/tasks/abc390_g	https://atcoder.jp/contests/abc390/editorial										pending	
abc391	g	https://atcoder.jp/contests/abc391/tasks/abc391_g	https://atcoder.jp/contests/abc391/editorial										pending	
abc392	g	https://atcoder.jp/contests/abc392/tasks/abc392_g	https://atcoder.jp/contests/abc392/editorial										pending	
abc393	g	https://atcoder.jp/contests/abc393/tasks/abc393_g	https://atcoder.jp/contests/abc393/editorial										pending	
abc394	g	https://atcoder.jp/contests/abc394/tasks/abc394_g	https://atcoder.jp/contests/abc394/editorial										pending	
abc395	g	https://atcoder.jp/contests/abc395/tasks/abc395_g	https://atcoder.jp/contests/abc395/editorial										pending	
abc396	g	https://atcoder.jp/contests/abc396/tasks/abc396_g	https://atcoder.jp/contests/abc396/editorial										pending	
abc397	g	https://atcoder.jp/contests/abc397/tasks/abc397_g	https://atcoder.jp/contests/abc397/editorial										pending	
abc398	g	https://atcoder.jp/contests/abc398/tasks/abc398_g	https://atcoder.jp/contests/abc398/editorial										pending	
abc399	g	https://atcoder.jp/contests/abc399/tasks/abc399_g	https://atcoder.jp/contests/abc399/editorial										pending	
abc400	g	https://atcoder.jp/contests/abc400/tasks/abc400_g	https://atcoder.jp/contests/abc400/editorial										pending	
abc401	g	https://atcoder.jp/contests/abc401/tasks/abc401_g	https://atcoder.jp/contests/abc401/editorial										pending	
abc402	g	https://atcoder.jp/contests/abc402/tasks/abc402_g	https://atcoder.jp/contests/abc402/editorial										pending	
abc403	g	https://atcoder.jp/contests/abc403/tasks/abc403_g	https://atcoder.jp/contests/abc403/editorial										pending	
abc404	g	https://atcoder.jp/contests/abc404/tasks/abc404_g	https://atcoder.jp/contests/abc404/editorial										pending	
abc405	g	https://atcoder.jp/contests/abc405/tasks/abc405_g	https://atcoder.jp/contests/abc405/editorial										pending	
abc406	g	https://atcoder.jp/contests/abc406/tasks/abc406_g	https://atcoder.jp/contests/abc406/editorial										pending	
abc407	c	https://atcoder.jp/contests/abc407/tasks/abc407_c	https://atcoder.jp/contests/abc407/editorial										pending	
abc407	d	https://atcoder.jp/contests/abc407/tasks/abc407_d	https://atcoder.jp/contests/abc407/editorial										pending	
abc407	e	https://atcoder.jp/contests/abc407/tasks/abc407_e	https://atcoder.jp/contests/abc407/editorial										pending	
abc407	f	https://atcoder.jp/contests/abc407/tasks/abc407_f	https://atcoder.jp/contests/abc407/editorial										pending	
abc407	g	https://atcoder.jp/contests/abc407/tasks/abc407_g	https://atcoder.jp/contests/abc407/editorial/13077	minimum-weight arbitrary-cardinality bipartite matching	convert grid dominoes to matching edges	市松模様で隣接マスを二部辺にする	flow/matching.hpp minimum_weight_bipartite_matching	C++23 min-cost slope	none	negative weights; empty matching; offset recovery; 64-bit total cost	Codex	2026-07-16	reviewed	小二部グラフの辺部分集合全探索比較と公式sample 3件一致、judge AC未確認
abc408	c	https://atcoder.jp/contests/abc408/tasks/abc408_c	https://atcoder.jp/contests/abc408/editorial										pending	
abc408	d	https://atcoder.jp/contests/abc408/tasks/abc408_d	https://atcoder.jp/contests/abc408/editorial										pending	
abc408	e	https://atcoder.jp/contests/abc408/tasks/abc408_e	https://atcoder.jp/contests/abc408/editorial										pending	
abc408	f	https://atcoder.jp/contests/abc408/tasks/abc408_f	https://atcoder.jp/contests/abc408/editorial										pending	
abc408	g	https://atcoder.jp/contests/abc408/tasks/abc408_g	https://atcoder.jp/contests/abc408/editorial/13160	continued fraction; Stern-Brocot tree	find the minimum-denominator fraction in an open rational interval	整数部除去と逆数変換を交互に行う	math/fraction.hpp simplest_fraction_between	C++23 recursive Euclidean descent	none	open interval; integer inside; zero left numerator; 64-bit overflow	Codex	2026-07-16	reviewed	小さい分数区間の分母全探索比較と公式sample一致、judge AC未確認
abc409	c	https://atcoder.jp/contests/abc409/tasks/abc409_c	https://atcoder.jp/contests/abc409/editorial										pending	
abc409	d	https://atcoder.jp/contests/abc409/tasks/abc409_d	https://atcoder.jp/contests/abc409/editorial										pending	
abc409	e	https://atcoder.jp/contests/abc409/tasks/abc409_e	https://atcoder.jp/contests/abc409/editorial										pending	
abc409	f	https://atcoder.jp/contests/abc409/tasks/abc409_f	https://atcoder.jp/contests/abc409/editorial										pending	
abc409	g	https://atcoder.jp/contests/abc409/tasks/abc409_g	https://atcoder.jp/contests/abc409/editorial/13172	upper binomial transform; convolution; expectation by first occurrence	sum over the first time each label appears	初登場後の期待増加率を前計算し二項係数付き和へ変形する	fps/transform.hpp upper_binomial_transform	C++23 NTT	none	p=0; label 1 by total sum; factorial index shifts; n<mod	Codex	2026-07-16	reviewed	二重和との乱択比較と公式sample 3件一致、judge AC未確認
abc410	c	https://atcoder.jp/contests/abc410/tasks/abc410_c	https://atcoder.jp/contests/abc410/editorial										pending	
abc410	d	https://atcoder.jp/contests/abc410/tasks/abc410_d	https://atcoder.jp/contests/abc410/editorial										pending	
abc410	e	https://atcoder.jp/contests/abc410/tasks/abc410_e	https://atcoder.jp/contests/abc410/editorial										pending	
abc410	f	https://atcoder.jp/contests/abc410/tasks/abc410_f	https://atcoder.jp/contests/abc410/editorial										pending	
abc410	g	https://atcoder.jp/contests/abc410/tasks/abc410_g	https://atcoder.jp/contests/abc410/editorial/13292	LIS; longest strict interval-containment chain	duplicate circular chords into two linear intervals	各弦a<bを[a,b]と[b,a+2N]へ展開する	dp/sequence.hpp longest_nested_intervals	C++23 sort and LIS	none	strict containment; equal endpoints; circular duplication; original chord cannot be counted twice	Codex	2026-07-16	reviewed	区間包含DPとの乱択比較と公式sample 3件一致、judge AC未確認
abc411	c	https://atcoder.jp/contests/abc411/tasks/abc411_c	https://atcoder.jp/contests/abc411/editorial										pending	
abc411	d	https://atcoder.jp/contests/abc411/tasks/abc411_d	https://atcoder.jp/contests/abc411/editorial										pending	
abc411	e	https://atcoder.jp/contests/abc411/tasks/abc411_e	https://atcoder.jp/contests/abc411/editorial										pending	
abc411	f	https://atcoder.jp/contests/abc411/tasks/abc411_f	https://atcoder.jp/contests/abc411/editorial										pending	
abc411	g	https://atcoder.jp/contests/abc411/tasks/abc411_g	https://atcoder.jp/contests/abc411/editorial/13360	subset Hamiltonian-path DP; canonical minimum vertex	count vertex-simple cycles in a small multigraph	最小頂点を固定したpath DPを閉じ多重辺数を遷移係数にする	graph/cycle.hpp count_simple_cycles	C++23 bitmask DP	none	length-2 parallel-edge cycles; two orientations; edge multiplicity; n=20 memory; mod division by 2	Codex	2026-07-16	reviewed	辺数12以下の全部分集合cycle判定比較と公式sample 3件一致、judge AC未確認
abc412	c	https://atcoder.jp/contests/abc412/tasks/abc412_c	https://atcoder.jp/contests/abc412/editorial										pending	
abc412	d	https://atcoder.jp/contests/abc412/tasks/abc412_d	https://atcoder.jp/contests/abc412/editorial										pending	
abc412	e	https://atcoder.jp/contests/abc412/tasks/abc412_e	https://atcoder.jp/contests/abc412/editorial										pending	
abc412	f	https://atcoder.jp/contests/abc412/tasks/abc412_f	https://atcoder.jp/contests/abc412/editorial										pending	
abc412	g	https://atcoder.jp/contests/abc412/tasks/abc412_g	https://atcoder.jp/contests/abc412/editorial/13380	Tutte matrix; Pfaffian polynomial; minimum binary perfect matching	encode parity-bounded degrees by matching vertex copies	各頂点をA_i個に複製し同labelを重み0・元辺label間を重み1で結ぶ	graph/generalmatching.hpp minimum_binary_perfect_matching_weight	C++23 randomized finite-field Pfaffian and interpolation	none	sum A odd; no perfect matching; randomized false negative; minimum polynomial degree equals weight; O(X^4)	Codex	2026-07-16	reviewed	12頂点以下の部分集合DP比較と公式sample 3件一致、judge AC未確認
abc413	c	https://atcoder.jp/contests/abc413/tasks/abc413_c	https://atcoder.jp/contests/abc413/editorial										pending	
abc413	d	https://atcoder.jp/contests/abc413/tasks/abc413_d	https://atcoder.jp/contests/abc413/editorial										pending	
abc413	e	https://atcoder.jp/contests/abc413/tasks/abc413_e	https://atcoder.jp/contests/abc413/editorial										pending	
abc413	f	https://atcoder.jp/contests/abc413/tasks/abc413_f	https://atcoder.jp/contests/abc413/editorial										pending	
abc413	g	https://atcoder.jp/contests/abc413/tasks/abc413_g	https://atcoder.jp/contests/abc413/editorial/13403	planar duality; sparse 8-neighbor obstacle connectivity	reachability across a huge sparse blocked grid	左下側外周と右上側外周を結ぶ障害物8近傍成分が4近傍pathを遮断する	graph/grid.hpp sparse_grid_path_exists	C++23 hash map and DSU	none	start/end must be free; diagonal obstacle contact blocks; boundary grouping; duplicate obstacles; H=W=1	Codex	2026-07-16	reviewed	4x4以下の全障害物配置を通常BFSと比較し公式sample 4件一致、judge AC未確認
abc414	c	https://atcoder.jp/contests/abc414/tasks/abc414_c	https://atcoder.jp/contests/abc414/editorial										pending	
